,Job Title,Company Name,Experience (In Years),Experience Category,Industry,City,State,Country,Source
11984,Data and AI Lead,ABB,10.0,Lead,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Naukri
11985,R&D Software developer,ABB,5.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
11986,Campaign Developer,Olis Infosystems,5.5,Mid-Level,Software Development,,,,Naukri
11987,CFIN P2P & TREASURY Functional Architect,ABB,8.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
11988,CFIN P2D Functional Architect,ABB,8.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
11989,SAP FICO Professional,Olis Infosystems,6.5,Senior,Other,Remote,Remote,Remote,Naukri
11990,SAP ABAP Professional,Olis Infosystems,6.5,Senior,Other,Remote,Remote,Remote,Naukri
11991,SAP MM Professional,Olis Infosystems,6.5,Senior,Other,Remote,Remote,Remote,Naukri
11992,Data Engineer,Olis Infosystems,6.5,Senior,Data Science / Analytics,,,,Naukri
11993,CFIN R2R Solution Architect,ABB,7.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
11994,CFIN O2C Solution Architect,ABB,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
11995,CFIN P2D & Data Solution Architect,ABB,10.0,Lead,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
11996,International Voice Bpo / Fresher - Exp,Mind Click,0.0,Entry,Other,,,,Naukri
11997,Phlebotomist,1mg,3.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
11998,Interior Designer,ARCHIERIO Design Solutions,3.0,Junior,Software Development,,,,Naukri
11999,"Bancassurance - SDM,CAM, SR CAM, BAM - Hdfc Bank",HDFC Life,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
12000,Payable Manager,Conneqt,7.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
12001,Sales Executive (GT/TT),Unicharm,4.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12002,Hr Compliance Specialist,ISS India,7.5,Senior,Human Resources,Bengaluru,Karnataka,India,Naukri
12003,Senior Test Automation Engineer with Waymore- AI product-based Company,AMD Telecom,5.5,Mid-Level,Artificial Intelligence / Machine Learning,,,,Naukri
12004,"Shopify Developer -Shopify plus platform - Bangalore, HSR Layout",Team Plus Staffing Solution,5.5,Mid-Level,Software Development,,,,Naukri
12005,Digital Solution Engineering Specialist - P&P MES,ABB,8.0,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12006,Hiring For Business development Representative,Regalix,7.5,Senior,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12007,Project Engineer- Power System Study,ABB,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12008,Data Engineer (Data Bricks with AI/ML & Spring Boot),intelliswift software,3.0,Junior,Artificial Intelligence / Machine Learning,pune,Maharashtra,India,Naukri
12009,Data Engineer (Data Bricks with AI/ML & Spring Boot),intelliswift software,3.0,Junior,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Naukri
12010,Team Lead Inter company,ABB,12.5,Manager,Other,Bengaluru,Karnataka,India,Naukri
12011,Azure Data Engineer,CGI,5.5,Mid-Level,Cloud,Bengaluru,Karnataka,India,Naukri
12012,Mainframe along with Assembler,CGI,6.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12013,CFIN O2C Functional Architect,ABB,8.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12014,SAP GRC Technical Consultant,CGI,6.5,Senior,Consulting,Bengaluru,Karnataka,India,Naukri
12015,Lead Developer / Architect,CGI,12.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12016,AEM Lead/Architect @ Bangalore/Remote,Intelliswift Software,7.5,Senior,Software Development,,,,Naukri
12017,Fund Analyst (Marketing Collaterals),Acuity Knowledge Partners,3.0,Junior,Marketing,,,,Naukri
12018,Team Leader (BPO Sales),Conneqt,4.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12019,Trainer BPO,Conneqt,4.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12020,Garment Technician / Sampling QA (Knitwear) @ Bangalore,Shahi,7.5,Senior,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12021,Garment Technician / Sampling QA (Knitwear) @ Bangalore,Shahi,7.5,Senior,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12022,Scientist - Machine Learning,ABB,4.0,Mid-Level,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Naukri
12023,C# Automation Test Lead,Calsoft,10.5,Lead,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12024,Assistant Quality Manager,Conneqt,6.0,Mid-Level,Management,Bengaluru,Karnataka,India,Naukri
12025,Project Engineer - Process Power Manager,ABB,4.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12026,Sr. Technical Specialist - Power System Analysis,ABB,18.0,Executive,Information Technology,Bengaluru,Karnataka,India,Naukri
12027,Project Engineer,ABB,12.5,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
12028,Sales Head - Inside Sales (SaaS) - APAC / EMEA(15 - 20 yrs),Tracxn,17.5,Executive,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12029,Electronics Manager-Operations and Portfolio,ABB,17.5,Executive,Management,Bengaluru,Karnataka,India,Naukri
12030,Project Manager,ABB,6.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
12031,Global L1 Support Manager,ABB,14.0,Manager,Management,Bengaluru,Karnataka,India,Naukri
12032,CFIN R2R Functional Architect,ABB,8.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12033,Bids and Proposal Engineer - Electrical Bids and Proposal Engineer,ABB,7.0,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12034,Senior Python or ML Developer with Waymore- AI product-based Company -,AMD Telecom,5.5,Mid-Level,Artificial Intelligence / Machine Learning,,,,Naukri
12035,R&D Senior Engineer,ABB,10.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12036,CFIN P2D Functional Architect,ABB,8.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12037,Java Full Stack Developer,V2soft,6.5,Senior,Software Development,Chennai,Tamil Nadu,India,Naukri
12038,Java Full Stack Developer,V2soft,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12039,Accountant,Olis Infosystems,3.0,Junior,Finance,,,,Naukri
12040,Administration Executive,Olis Infosystems,4.0,Mid-Level,Other,,,,Naukri
12041,Freelance IT Recruiter,Olis Infosystems,6.5,Senior,Human Resources,Remote,Remote,Remote,Naukri
12042,Business Manager - Operations & Portfolio,ABB,17.5,Executive,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12043,Sustainability Business Analyst,ABB,3.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12044,Finance Analyst -GDS,ABB,6.0,Mid-Level,Finance,Bengaluru,Karnataka,India,Naukri
12045,Project Engineer,ABB,12.5,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
12046,Project Manager,ABB,6.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
12047,Technical Sales Support Specialist,ABB,12.0,Lead,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12048,Data and AI Lead,ABB,10.0,Lead,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Naukri
12049,R&D Software developer,ABB,5.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12050,Campaign Developer,Olis Infosystems,5.5,Mid-Level,Software Development,,,,Naukri
12051,CFIN P2P & TREASURY Functional Architect,ABB,8.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12052,SAP FICO Professional,Olis Infosystems,6.5,Senior,Other,Remote,Remote,Remote,Naukri
12053,SAP ABAP Professional,Olis Infosystems,6.5,Senior,Other,Remote,Remote,Remote,Naukri
12054,SAP MM Professional,Olis Infosystems,6.5,Senior,Other,Remote,Remote,Remote,Naukri
12055,Data Engineer,Olis Infosystems,6.5,Senior,Data Science / Analytics,,,,Naukri
12056,CFIN R2R Solution Architect,ABB,7.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12057,CFIN O2C Solution Architect,ABB,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12058,CFIN P2D & Data Solution Architect,ABB,10.0,Lead,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
12059,IT Recruiter,Olis Infosystems,1.5,Junior,Human Resources,,,,Naukri
12060,Content Writer,Olis Infosystems,2.0,Junior,Other,,,,Naukri
12061,SEO Executive,Olis Infosystems,2.0,Junior,Marketing,,,,Naukri
12062,IT Recruiter,Olis Infosystems,2.0,Junior,Human Resources,,,,Naukri
12063,IT Recruiter,Olis Infosystems,3.0,Junior,Human Resources,,,,Naukri
12064,Business Development Executive,Olis Infosystems,2.0,Junior,Buisness Analytics,,,,Naukri
12065,Business Development Executive- IT Staffing,Olis Infosystems,2.0,Junior,Buisness Analytics,,,,Naukri
12066,IT Recruiter,Olis Infosystems,3.5,Mid-Level,Human Resources,,,,Naukri
12067,IT Recruiter,Olis Infosystems,4.5,Mid-Level,Human Resources,,,,Naukri
12068,IT Recruiter,Olis Infosystems,4.5,Mid-Level,Human Resources,,,,Naukri
12069,SAP PI/PO Trainer - Online Training,Olis Infosystems,12.5,Manager,Other,,,,Naukri
12070,ServiceNow Delivery Operations Manager,Olis Infosystems,9.5,Lead,Management,,,,Naukri
12071,Physical Design Engineer,Olis Infosystems,7.5,Senior,Software Development,,,,Naukri
12072,SQL DBA Professional,Olis Infosystems,4.5,Mid-Level,Other,,,,Naukri
12073,ServiceNow SAM Professional,Olis Infosystems,5.5,Mid-Level,Other,,,,Naukri
12074,GCP Cloud Platform Professional,Olis Infosystems,9.5,Lead,Cloud,,,,Naukri
12075,SAP ABAP Consultant,Olis Infosystems,9.5,Lead,Consulting,,,,Naukri
12076,Java Architect,Olis Infosystems,12.5,Manager,Software Development,,,,Naukri
12077,Android Developer,Olis Infosystems,7.0,Senior,Software Development,,,,Naukri
12078,SAP CS(Customer service) Professional,Olis Infosystems,9.5,Lead,Other,,,,Naukri
12079,Urgent Hiring || Admin Associate || Bangalore & Chennai ||,Cars24,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Chennai,Tamil Nadu,India,Naukri
12080,Urgent Hiring || Admin Associate || Bangalore & Chennai ||,Cars24,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Naukri
12081,"Ar caller / Senior Ar calling - Denial management, min 1 year exp",Flatworld Solutions (FWS),1.5,Junior,Management,Bengaluru,Karnataka,India,Naukri
12082,Textile Lab Technician @ Bengaluru,Shahi,3.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
12083,Textile Lab Technician @ Bengaluru,Shahi,3.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
12084,Associate Manager - Lending Operations,Phonepe,2.5,Junior,Management,Bengaluru,Karnataka,India,Naukri
12085,Trademark Analyst,Novo Nordisk,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
12086,KPMG India: Executive Assistant: Bangalore,KPMG India,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12087,GMS-Senior-Customer Success Analyst,EY,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12088,SEO Content Writer,Phonepe,3.5,Mid-Level,Marketing,Bengaluru,Karnataka,India,Naukri
12089,Branch Head - Bangalore / Udupi,Aakash Educational Services (AESL),10.5,Lead,Other,Thanjavur,Tamil Nadu,India,Naukri
12090,Branch Head - Bangalore / Udupi,Aakash Educational Services (AESL),10.5,Lead,Other,Bengaluru,Karnataka,India,Naukri
12091,Assistant Sales Manager,Inmobi,3.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12092,Agile Coach,Novo Nordisk,3.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12093,Sr Architect (Residential Building),Leading Client,7.5,Senior,Software Development,,,,Naukri
12094,Assistant Manager - Python,KPMG India,7.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
12095,Manager - Python,KPMG India,11.0,Lead,Management,Bengaluru,Karnataka,India,Naukri
12096,Senior Associate II - Incentive Compensation,Novo Nordisk,5.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12097,Urgent Hiring For Software Test Engineer,Tech Mahindra,5.0,Mid-Level,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12098,C++ with Qt/QMl-Quest Global-Bangalore,Quest Global,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12099,Looking For GCP Developer,Wipro,8.5,Lead,Cloud,Bengaluru,Karnataka,India,Naukri
12100,Workday Functional Project Manager,Genpact,10.5,Lead,Management,Kolkata,West Bengal,India,Naukri
12101,Workday Functional Project Manager,Genpact,10.5,Lead,Management,Gurgaon,Haryana,India,Naukri
12102,Workday Functional Project Manager,Genpact,10.5,Lead,Management,Delhi,Delhi,India,Naukri
12103,Workday Functional Project Manager,Genpact,10.5,Lead,Management,Delhi,Delhi,India,Naukri
12104,Software Development Engineer II,Expedia,10.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12105,SAP PM Consultant,Infosys,2.5,Junior,Consulting,Bengaluru,Karnataka,India,Naukri
12106,Content Strategist,Infosys,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12107,SAP FICO Consultant,Infosys,2.5,Junior,Consulting,Bengaluru,Karnataka,India,Naukri
12108,SAP PS Consultant,Infosys,2.5,Junior,Consulting,Hyderabad,Telangana,India,Naukri
12109,SAP UI5/FIORI Consultant,Infosys,3.0,Junior,Consulting,Hyderabad,Telangana,India,Naukri
12110,Cisco UCS & Citrix Switches,Capgemini,5.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12111,Wireless Security,Capgemini,7.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12112,UI Automation Tester with Playwright or Cypress,Capgemini,6.5,Senior,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12113,Audio Driver Developer,Capgemini,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12114,SAP Solution Manager,Infosys,6.0,Mid-Level,Management,Bengaluru,Karnataka,India,Naukri
12115,SAP BASIS Consultant,Infosys,6.0,Mid-Level,Consulting,Hyderabad,Telangana,India,Naukri
12116,SAP APO Consultant,Infosys,6.0,Mid-Level,Consulting,Hyderabad,Telangana,India,Naukri
12117,SAP UI5 Consultant,Infosys,6.0,Mid-Level,Consulting,Bengaluru,Karnataka,India,Naukri
12118,Embedded C Linux+ BT Developer,Capgemini,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12119,SAP BASIS Consultant,Infosys,8.0,Senior,Consulting,Bengaluru,Karnataka,India,Naukri
12120,SAP BTP Consultant,Infosys,6.5,Senior,Consulting,Bengaluru,Karnataka,India,Naukri
12121,SAP CPI Consultant,Infosys,6.5,Senior,Consulting,Bengaluru,Karnataka,India,Naukri
12122,Free RTOS Developer,Capgemini,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12123,SAP APO Consultant,Infosys,11.0,Lead,Consulting,Bengaluru,Karnataka,India,Naukri
12124,SAP IBP Consultant,Infosys,11.0,Lead,Consulting,Bengaluru,Karnataka,India,Naukri
12125,Manager - People Tech,Flipkart,17.5,Executive,Management,Bengaluru,Karnataka,India,Naukri
12126,Business Manager (Analytics COE Enablement Lead),Caterpillar Inc,3.0,Junior,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
12127,Software Engr I,Honeywell,1.5,Junior,Software Development,noida,Uttar Pradesh,India,Naukri
12128,Software Engr I,Honeywell,1.5,Junior,Software Development,Bengaluru,Karnataka,India,Naukri
12129,Content Writer,Infosys,7.0,Senior,Other,Bengaluru,Karnataka,India,Naukri
12130,Senior Associate - Acquisition Marketing,ShareChat,4.0,Mid-Level,Marketing,Bengaluru,Karnataka,India,Naukri
12131,Senior Software Engineer I (Hybrid),Kaplan Test Prep,2.5,Junior,Software Development,Bengaluru,Karnataka,India,Naukri
12132,Director - Project Manager,Merck,6.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
12133,Principal Piping Material Engineer,Brunel,14.0,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
12134,Director_Pyspark/Spark/Databricks/Hadoop_D&A_Advisory,PwC Service Delivery Center,18.0,Executive,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
12135,AI & Int. Aut. Engineer,Ericsson,7.5,Senior,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Naukri
12136,WLAN Developer,Capgemini,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12137,WLAN Testing,Capgemini,6.0,Mid-Level,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12138,Infotainment Certification Engineer,Infosys,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12139,UEFI Developer,Capgemini,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12140,BMC Developer,Capgemini,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12141,Fusion HCM Technical Analyst,Oracle,9.5,Lead,Information Technology,Bengaluru,Karnataka,India,Naukri
12142,Fusion HCM Technical Analyst,Oracle,9.5,Lead,Information Technology,Bengaluru,Karnataka,India,Naukri
12143,QA Automation Engineer,Oracle,10.5,Lead,Quality Assurance / Testing,Bengaluru,Karnataka,India,Naukri
12144,Cybersecurity- ETS- SAP GTS -Manager- Bangalore,PwC Service Delivery Center,12.5,Manager,Management,Bengaluru,Karnataka,India,Naukri
12145,SAP delivery Lead - 0150727,DXC Technology,11.0,Lead,Other,Bengaluru,Karnataka,India,Naukri
12146,PTP | OTC | RTR - Bangalore | 1 -9 yrs exp,Capgemini,3.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12147,Packing Executive,Merck,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
12148,Technical Support Engineer,Mphasis,1.0,Junior,Software Development,Bengaluru,Karnataka,India,Naukri
12149,Sales Growth - VAS,Cars24,3.5,Mid-Level,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
12150,Sales Growth - VAS,Cars24,3.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12151,Sales Growth - VAS,Cars24,3.5,Mid-Level,Buisness Analytics,Delhi,Delhi,India,Naukri
12152,Sales Growth - VAS,Cars24,3.5,Mid-Level,Buisness Analytics,Delhi,Delhi,India,Naukri
12153,Executive Assistant,Securitas,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12154,Executive Assistant,Securitas,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12155,Recruiter Specialist,Recruitment/ Staffing,6.5,Senior,Human Resources,,,,Naukri
12156,Senior Manager EHS,Merck,10.5,Lead,Management,Bengaluru,Karnataka,India,Naukri
12157,General Manager - Policy & Regulatory,Swiggy,12.0,Lead,Management,Bengaluru,Karnataka,India,Naukri
12158,Project Manager,Merck,6.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
12159,Gas Turbine Ventilation / Inlet - Exhaust Design Engineer - (Power),Quest Global,7.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12160,Hazardous Mapping (Hazmap) Engineer - Compliance,Quest Global,5.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12161,Python Automation Tester- PAN INDIA-Chennai,Infosys,7.5,Senior,Quality Assurance / Testing,Hyderabad,Telangana,India,Naukri
12162,Python Automation Tester- PAN INDIA-Chennai,Infosys,7.5,Senior,Quality Assurance / Testing,Chennai,Tamil Nadu,India,Naukri
12163,Dotnet Developer,IQVIA,3.0,Junior,Software Development,Bengaluru,Karnataka,India,Naukri
12164,Senior System RAMS Engineer,Hitachi Energy,7.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12165,Insider threat,EY,6.5,Senior,Human Resources,Kochi,Kerala,India,Naukri
12166,Insider threat,EY,6.5,Senior,Human Resources,New Delhi,Delhi,India,Naukri
12167,Insider threat,EY,6.5,Senior,Human Resources,Bengaluru,Karnataka,India,Naukri
12168,Senior SOC Manager,Hinduja Global Solutions (HGS),10.0,Lead,Management,,,,Naukri
12169,Specialist - Redwood,Merck,6.5,Senior,Other,Bengaluru,Karnataka,India,Naukri
12170,Senior Software Engineer,Merck,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12171,Senior HR Integration Expert,Merck,6.5,Senior,Human Resources,Bengaluru,Karnataka,India,Naukri
12172,Technical Account Representative (TAM) 4,Oracle,10.0,Lead,Information Technology,Bengaluru,Karnataka,India,Naukri
12173,"Officer-Security , Kolkata",IndiGo,1.5,Junior,Other,Kolkata,West Bengal,India,Naukri
12174,Teller,Hdfc Bank,1.5,Junior,Other,,,,Naukri
12175,Advertisement Management,Wipro,1.0,Junior,Management,Chennai,Tamil Nadu,India,Naukri
12176,Associate,Wipro,1.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
12177,Wipro Hiring Fresher -Chennai / Night shift,Wipro,1.0,Junior,Artificial Intelligence / Machine Learning,Chennai,Tamil Nadu,India,Naukri
12178,Customer Support Associate - HR Bhumika,Wipro,1.0,Junior,Human Resources,Chennai,Tamil Nadu,India,Naukri
12179,Analyst - Procurement (Fresher),Flex,2.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
12180,Risk Management Executive,M/s Ikm Investors (p) Limited,1.0,Junior,Management,Noida,Uttar Pradesh,India,Naukri
12181,Inviting applications For Claims Processing || Jaipur,Genpact,2.0,Junior,Other,Jaipur,Rajasthan,India,Naukri
12182,Trading Assistant / Derivatives Trader / Arbitrageur,M/s Ikm Investors (p) Limited,1.0,Junior,Other,Noida,Uttar Pradesh,India,Naukri
12183,Vacancy at Saurashtra & Kutch,IIFL Finance,2.5,Junior,Other,Gandhidham,Gujarat,India,Naukri
12184,Vacancy at Saurashtra,IIFL Finance,2.5,Junior,Other,,,,Naukri
12185,Vacancy at Saurashtra,IIFL Finance,2.5,Junior,Other,,,,Naukri
12186,Walk in Interview at Ahmedabad || IIFL Finance,IIFL Finance,3.0,Junior,Finance,Ahmedabad,Gujarat,India,Naukri
12187,Education Admission Counsellor,Digicrome Academy,1.0,Junior,Other,noida,Uttar Pradesh,India,Naukri
12188,Education Admission Counsellor,Digicrome Academy,1.0,Junior,Other,noida,Uttar Pradesh,India,Naukri
12189,Genpact Inviting Applications For Order To cash roles || Jodhpur,Genpact,2.5,Junior,Other,Jodhpur,Rajasthan,India,Naukri
12190,Genpact Hiring For Finance & Accounting roles - Lucknow,Genpact,2.5,Junior,Finance,Lucknow,Uttar Pradesh,India,Naukri
12191,Genpact Inviting Applicants For Record To report - Lucknow,Genpact,2.5,Junior,Other,Lucknow,Uttar Pradesh,India,Naukri
12192,Genpact Inviting Applications For Order To Cash-Lucknow,Genpact,2.5,Junior,Other,Lucknow,Uttar Pradesh,India,Naukri
12193,Agency Manager,Sun Life,2.0,Junior,Management,Muzaffarpur,Bihar,India,Naukri
12194,Agency Manager,Sun Life,2.0,Junior,Management,Saharsa,Bihar,India,Naukri
12195,Agency Manager,Sun Life,2.0,Junior,Management,Darbhanga,Bihar,India,Naukri
12196,Senior Associate,PwC Service Delivery Center,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
12197,Senior Manager - Planning Productivity Lead,Diageo,14.0,Manager,Management,Bengaluru,Karnataka,India,Naukri
12198,FCU - Fraud Detection & vestigations - Associate - Bangalore,PwC Service Delivery Center,4.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12199,Senior Legal Associate,Hindustan Unilever (HUL),7.0,Senior,Other,Bengaluru,Karnataka,India,Naukri
12200,Senior Legal Associate,Hindustan Unilever (HUL),7.0,Senior,Other,Bengaluru,Karnataka,India,Naukri
12201,Advanced Lead Engineer - Ingestion Tools & Methods,GE Aerospace,11.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12202,Mechanical Engineer,Brunel,10.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12203,Lead Accountant,Brunel,9.5,Lead,Finance,Bengaluru,Karnataka,India,Naukri
12204,Graphic Designer,AtkinsRéalis,12.5,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
12205,Sr. Analyst/ Specialist,AtkinsRéalis,11.0,Lead,Other,Bengaluru,Karnataka,India,Naukri
12206,FIT - CLM Functional - Associate 2 - Bangalore,PwC Service Delivery Center,3.5,Mid-Level,Information Technology,Bengaluru,Karnataka,India,Naukri
12207,Credit Risk - Senior Associate - Bangalore,PwC Service Delivery Center,4.5,Mid-Level,Information Technology,Bengaluru,Karnataka,India,Naukri
12208,Lead Engineer - CFD Methods,GE Aerospace,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12209,Senior Associate,PwC Service Delivery Center,6.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12210,Salesforce Health Cloud Solution Architect,Iqvia Biotech,5.5,Mid-Level,Cloud,Bengaluru,Karnataka,India,Naukri
12211,Software Development Manager,Amazon,14.5,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
12212,Java Microservices Backend developer - Bangalore (early joers),PwC Service Delivery Center,5.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
12213,Manager,PwC Service Delivery Center,12.5,Manager,Management,Bengaluru,Karnataka,India,Naukri
12214,Senior Engineer - Application support - Global Procurement & STP,Diageo,7.0,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
12215,Cybersecurity-ETS-SAP ABAP -Manager-Bangalore,PwC Service Delivery Center,11.0,Lead,Management,Bengaluru,Karnataka,India,Naukri
12216,Assistant Manager - Procurement,ITC,2.0,Junior,Management,Bengaluru,Karnataka,India,Naukri
12217,Hiring For Medical Billing Freshers and Experience(Charge Entry),Elico Healthcare Services,0.0,Entry,Other,Hyderabad,Telangana,India,Naukri
12218,Walk-ins For AR Callers Freshers - Hyderabad,Elico Healthcare Services,0.0,Entry,Other,Hyderabad,Telangana,India,Naukri
12219,Medical Officer,Shahi,2.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
12220,Front Office Executive,ISS India,3.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12221,Finance Manager,Simplilearn,3.5,Mid-Level,Finance,Bengaluru,Karnataka,India,Naukri
12222,Hiring For Business Analyst || Aisle - Info Edge India || Bangalore,Info Edge,3.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
12223,Virtual WALK-IN - Financial Crimes Compliance - KYC Domain Experts,Acuity Knowledge Partners,3.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
12224,Virtual WALK-IN - Financial Crimes Compliance - KYC Domain Experts,Acuity Knowledge Partners,3.0,Junior,Other,Delhi,Delhi,India,Naukri
12225,Virtual WALK-IN - Financial Crimes Compliance - KYC Domain Experts,Acuity Knowledge Partners,3.0,Junior,Other,Delhi,Delhi,India,Naukri
12226,Regional Customer Service Manager-South Region (Building Material Co),Leading Building Materials Company,17.5,Executive,Management,,,,Naukri
12227,HR TA Specialist I,Hitachi Energy,1.5,Junior,Human Resources,Bengaluru,Karnataka,India,Naukri
12228,Senior Associate-Presentation Specialist,Acuity Knowledge Partners,4.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
12229,C++ Developer /Telecom Domain - Bangalore location,Capgemini,9.5,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
12230,Hiring For Technical publication,Tech Mahindra,6.5,Senior,Information Technology,Bengaluru,Karnataka,India,Naukri
12231,Staff R&D/Product DVL Engineer,TE Connectivity,15.0,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
