Job Title,Company,Rating,Reviews,Experience,Salary,Location,Description,Skills,Posted Date
S&C -GN - SC&O Operations & Process Transformation Consultant,Accenture,3.8,56067,10-15 Yrs,Not disclosed,Mumbai,MBA or equivalent advanced degree preferred from Tier 1 or Tier 2 Business schoolsMinim...,management consultingorder to cashartificial intelligencerecord to reportproject management toolsrpaproject managementprocess consulting,4 Days Ago
D&T Analyst II - Supply Chain,General Mills,4.2,745,3-7 Yrs,Not disclosed,Mumbai,General Mills India Centre is looking for a Techno-functional Analyst who can deli...,Supply chainAutomationSAPProject managementAnalyticalCustomer serviceEDIContinuous improvement,4 Days Ago
Quality Engineer (Future of Retirement),Morningstar,3.9,1084,2-6 Yrs,Not disclosed,Mumbai,"In addition, dependent on your department and location of work certain employee account...",ComplianceLegalQuality engineeringQualityRetirement,4 Days Ago
Officer - Indirect Taxation,Lupin,4.2,6001,2-4 Yrs,Not disclosed,Mumbai,Preparing data required for answering queries raised by GST department during audit / i...,SAPClaimsMISProcess excellenceIndirect taxationStakeholder managementDGFTASP,4 Days Ago
"D&T Analyst II - Cyber Security, Application Security",General Mills,4.2,745,2-3 Yrs,Not disclosed,Mumbai,Excellent communication skills - verbal and written . Must have a strong continuous imp...,Supply chainAutomationSAPProcess improvementAnalyticalMarket intelligenceApplication securityVulnerability management,4 Days Ago
Atlassian Administrator,Morningstar,3.9,1084,3-7 Yrs,Not disclosed,Mumbai,The JIRA/Atlassian Administrator s primary role is to manage and maintain Morningstar s...,LinuxNetworkingActive directoryDNSWindowsCustomer serviceJIRAMonitoring,4 Days Ago
Software Engineer II - HR,General Mills,4.2,745,8-12 Yrs,Not disclosed,Mumbai,Digital and Technology Human Capital Management Services team is looking for a deve...,Supply chainAutomationSAPMarket intelligenceEmployee engagementAgilePLSQLXSLT,4 Days Ago
Experience Design Lead - Vice President,JPMorgan Chase Bank,4.0,6108,12-15 Yrs,Not disclosed,Mumbai,Collaborate with cross-functional teams to integrate user experience design into the pr...,PrototypeDiversity and InclusionAgile developmentVice Presidentproduct life cycleMentorSubject Matter ExpertUser experience design,4 Days Ago
Securities Services - Product Development Associate - Complex Assets,JPMorgan Chase Bank,4.0,6108,6-7 Yrs,Not disclosed,Mumbai,"Demonstrate strong program management skills, must be organized and able to develop a p...",global operationsLoansFund accountingCollateral managementManager TechnologyProject planningHigh level designBusiness solutions,4 Days Ago
Manager Sales and Distribution,Hsbc,4.0,4741,6-10 Yrs,Not disclosed,Mumbai,Ideally a post graduate with at least 6 - 10 years of experience AMFI certification is ...,PenetrationSalesPersonal bankingNetworkingBusiness expansionMutual fundsResourcingAnti money laundering,4 Days Ago
Technology Consulting-DT IT Audit Assistant Manager,KPMG India,3.5,5433,3-8 Yrs,Not disclosed,Mumbai,"Perform testing of IT Application Controls, IPE, and Interface Controls through code...",Manager Internal AuditERPSAPCisaRisk assessmentProject managementRisk managementMonitoring,4 Days Ago
Sales Executive,Kimberly-Clark Corporation,4.0,256,2-4 Yrs,Not disclosed,Mumbai,You re not the person who will settle for just any role. Neither are we. Because we ...,PrintingCareer developmentRetailSalesCustomer complaintsSales ExecutiveMonitoringRecruitment,4 Days Ago
Deputy General Manager - Marketing,Lupin,4.2,6001,10-15 Yrs,Not disclosed,Mumbai,Graduation in Science . Masters in Business Administration Minimum 10+ years in the pha...,Deputy General Manager MarketingBusiness administrationPharmaRelationship buildingStrategic planningHealthcareContinuous improvementStakeholder management,4 Days Ago
"Lead Technical Architect - SAP Platform, Data",General Mills,4.2,745,14-19 Yrs,Not disclosed,Mumbai,". As a single point of accountability, the Lead Architect would allow for faster respon...",Supply chainPerformance tuningSystem architectureAutomationSAPData modelingHTTPABAP,4 Days Ago
Software Engineer III - UI,JPMorgan Chase Bank,4.0,6108,4-7 Yrs,Not disclosed,Mumbai,Formal training or certification on software engineering . concepts and 3+ years applie...,UnixSystem architectureFront endLinuxCodingDebuggingAgileApplication development,4 Days Ago
"Software Engineer III - Java Full Stack, React",JPMorgan Chase Bank,4.0,6108,3-8 Yrs,Not disclosed,Mumbai,Formal training or certification on software engineering concepts and 3+ years applied ...,System architectureFront endCodingDebuggingAgileData structuresApplication developmentScrum,4 Days Ago
EUC( End user Computing )- AM,WNS Holdings,3.4,11046,3-5 Yrs,Not disclosed,Mumbai,"Interfaces with users, internal departments, and vendors to identify their needs and e...",Service managementTicketingApplication supportInformation securityIncident managementHardwareAsset managementTroubleshooting,4 Days Ago
"Consultant, Client Success",Visa,3.5,361,8-13 Yrs,Not disclosed,Mumbai,"Excellent verbal, written, presentation and interpersonal skills are required. What wil...",Relationship managementoperational supportProblem managementPresalesCustomer serviceContinuous improvementBusiness solutionsStakeholder management,4 Days Ago
Lead Software Engineer - Java Full Stack,JPMorgan Chase Bank,4.0,6108,5-10 Yrs,Not disclosed,Mumbai,Formal training or certification on software engineering concepts and 5+ years applied ...,UnixSystem architectureAutomationLinuxCodingDebuggingAgileApplication development,4 Days Ago
Real Assets SRE Software Engineer,MSCI Services,3.9,271,4-9 Yrs,Not disclosed,Mumbai,"MSCI, Pride & Allies, Women in Tech, and Women s Leadership Forum. This person must be ...",CVSAutomationConfiguration managementJavascriptAgileHealthcareStored proceduresTroubleshooting,4 Days Ago
Tech Lead,Tech Mahindra,3.5,34985,7-12 Yrs,Not disclosed,Mumbai,"Work from Office Setup Only Must have experience of Oracle RAC, Dataguard - 12 C & 19 C...",UnixSQL TuningExport importOracle DBAOracle RACWindowsUser managementPerformance monitoring,4 Days Ago
Supply Chain Operations Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Navi Mumbai,Graduate with 3 to 5 years of experience in supply chain operations; proficient in Micr...,saporder managementpower bisupply chain operationsprocurementsupply chainwarehouse managementwarehouse operations,4 Days Ago
Analytics and Modeling Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,Graduate with 1-3 years of experience in talent acquisition and strong sourcing skills|...,customer caresourcingstrategic planningtalent managementms office suitescreeningkenexaworkday,4 Days Ago
Service Delivery Ops Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Navi Mumbai,5 to 8 years of experience in content moderation and team management|Oversee a team of ...,standard operating proceduressopservice deliverymoderationdelivery operationsoperations managementproject managementteam management,4 Days Ago
Service Delivery Ops Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Skill required: Payroll - Payroll Process DesignDesignation: Service Delivery Ops Analy...,process designsuccessfactorsservice deliverypayroll administrationpayrollproject managementoperations managementteam management,4 Days Ago
Marketing Engagement Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Graduate with 3-5 years of experience in marketing operations and familiarity with CRM ...,marketing researchresearch analysismicrosoft office suitemarketing analyticsmarketing operationsdigital marketingmarket researchsales,4 Days Ago
Brand & Comm Strategy Sr Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Skill required: Marketing Operations - Operations ManagementDesignation: Brand & Comm S...,marketing strategiesbrandingcustomer service operationsretailmicrosoft office suitedigital marketingproject managementdata analysis,4 Days Ago
Total Rewards Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Graduate with 3 to 5 years of experience in Compensation & Benefits and process improve...,process improvementroot cause analysiscompensation and benefitsmiscompensationcompensation managementhr operationstalent management,4 Days Ago
Marketing Engagement Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,"Education: Bachelors degree in Marketing, Business Administration, or a related field (...",data analysismicrosoft office suitepospromotional marketingmarketing analyticsdigital marketingproject managementbranding,4 Days Ago
Marketing Engagement Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,"3 to 5 years of experience in customer service or operations, proficiency in CRM system...",six sigmadata analysismarketing analyticsmarketing operationscrmdigital marketingdata analyticsbranding,4 Days Ago
Marketing Engagement Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,"Graduate with 3-5 years of experience in maintenance or technical support, proficiency ...",digital marketingdata analysismarketingmarketing analyticsmarketing operationsemail marketingdata analyticsbranding,4 Days Ago
Campaign Strategy Specialist,Accenture,3.8,56067,7-11 Yrs,Not disclosed,Mumbai,Graduation with 7-11 years of experience in channel marketing and activation strategies...,crm systemsproject managementpresentation skillschannel marketingmarketing automationdigital marketingemail marketingcampaign management,4 Days Ago
Marketing Engagement Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Bachelor's degree with 5-8 years in partner coordination or customer experience|Build a...,data analysisuxpower bipartner managementcrmdata analyticsbusiness analysismarket research,4 Days Ago
Campaign Management Sr Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,"Bachelor's degree in Business, Marketing, or related field; 5-8 years of experience in ...",dotsalesforcetableaugoogle analyticsadobe campaigndigital marketingemail marketingcompany analysis,4 Days Ago
Campaign Management Sr Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,"Drive marketing performance with deep functional and technical expertise, while acceler...",digital marketingemail marketingsalesforcerelationship managementhubspotcompany analysisgooglemarket research,4 Days Ago
Campaign Management Specialist,Accenture,3.8,56067,7-11 Yrs,Not disclosed,Mumbai,7 to 11 years of experience in marketing operations with expertise in loyalty program m...,power bicustomer segmentationtableauproject management toolsdata mungingdigital marketingtrelloemail marketing,4 Days Ago
Campaign Strategy Specialist,Accenture,3.8,56067,7-11 Yrs,Not disclosed,Mumbai,Qualifications: Any Graduation . Years of Experience: 7 to 11 years . What would you do...,crm systemsdata analysischannel managementanalysis toolscrmdigital marketingmarketing researchproject management,4 Days Ago
Campaign Strategy Specialist,Accenture,3.8,56067,7-11 Yrs,Not disclosed,Mumbai,Qualifications . Any GraduationSkill required: Marketing Operations - Customer Insight ...,pythonpower bisqlmarketing analyticsmarketing operationsdigital marketingdata analysismarketing strategies,4 Days Ago
Campaign Strategy Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,"5 to 8 years of experience in marketing analytics with strong skills in SQL, Tableau, a...",pythonpower bisqlmarketing analyticsmarketing operationsdigital marketingdata analysisdigital campaigns,4 Days Ago
Integration Engineer,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,Minimum 3 years of experience in Microsoft 365 and proficiency in Microsoft PowerShell|...,api integrationmicrosoft powershellcloud technologiessystem integrationapipythonazure data warehouseazure monitoring,4 Days Ago
Application Developer,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,Minimum 3 years experience with Databricks Unified Data Analytics Platform and 15 years...,data analyticssqldata brickssparkhadooppythoncoracle,4 Days Ago
Performance Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Qualifications . Any Graduation Skill required: Employee Services - Employee and Labor ...,load runnerprocess improvementmisadvanced excelperformance analysisfinancial analysisdata analysisperformance testing,4 Days Ago
Performance Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Qualifications . Any Graduation Skill required: Employee Services - Employee and Labor ...,load runnerprocess improvementmisadvanced excelperformance analysisfinancial analysisdata analysisperformance testing,4 Days Ago
Record To Report Ops Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Navi Mumbai,Please note that this role may require you to work in rotational shiftsSkill required: ...,accounts reconciliationjournal entriesforecastingreporting analysisrecord to reporthlookupmacrosdata analysis,4 Days Ago
Marketing Engagement Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Bachelor's degree in Marketing or related field with 3-5 years of experience in marketi...,project managementdata analysismarketingtableaumarketing analyticsdigital marketingbrandingmarket research,4 Days Ago
Marketing Engagement Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Graduate with 3-5 years of experience in marketing operations and strong analytical ski...,retail marketingmicrosoft office suitemarketingpromotional strategiesdata integration toolsdigital marketingmarketing strategysales,4 Days Ago
Func & Ind Intelligence Senior Manager,Accenture,3.8,56067,16-25 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shiftsHuman Resource p...,customer servicecustomer engagementhr operationschange managementservicenowproject managementhrisprocess design,4 Days Ago
Content Development Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Qualifications . Any Graduation Skill required: Marketing Operations - Creative Design....,content developmentcontent analysisweb contentweb designingmarketing operationsdigital marketingcontent editingcontent management,4 Days Ago
Content Development Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Share Minutes of Meeting promptly?Lead Business discussions and manage client expectati...,digital marketingproject managementcontent managementcampaignsjiraemail marketingcssdigital asset management,4 Days Ago
Func & Ind Intelligence Manager,Accenture,3.8,56067,13-18 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shiftsHuman Resource g...,six sigmaremedyservicenowstakeholder managementvisioproject managementhrisprocess design,4 Days Ago
Func & Ind Intelligence Manager,Accenture,3.8,56067,13-18 Yrs,Not disclosed,Mumbai,Graduation with 13-18 years of experience in learning strategy and technology enablemen...,adult learningknowledge managementchange managementprocess mappingdelivery operationsclient engagementsapdocumentation,4 Days Ago
Campaign Management Sr Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Graduate with 5-8 years of experience in marketing operations and expertise in digital ...,digital marketingemail marketingsalesforce crmcampaign managementsalesforce marketing cloudcompany analysisgoogleexacttarget,4 Days Ago
Campaign Management Sr Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,"5 to 8 years of experience in CRM and marketing operations, strong leadership and analy...",data analysismarketing automationperformance reportingcustomer journey mappingsegmentationdigital marketingcompany analysissalesforce,4 Days Ago
Campaign Management Sr Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,"5 to 8 years of experience in marketing operations, particularly in campaign management...",digital marketingemail marketingcampaign managementhubspotcrmcompany analysisgooglemarket research,4 Days Ago
Application Consultant - C,Capgemini,3.7,41484,3-6 Yrs,Not disclosed,Mumbai,Advanced knowledge of SaaS solutions and business domains; experience in process improv...,AMDOCSAprimo ConfigurationCase ManagementJDAAprimo CustomizationAprimo TestingMaximo TSRMAPEX,4 Days Ago
Campaign Management Specialist,Accenture,3.8,56067,7-11 Yrs,Not disclosed,Mumbai,Qualifications . Any Graduation Skill required: Marketing Operations - Campaign Managem...,data analysismarketing automationcampaign managementcustomer journey mappingmarketing operationsdigital marketinggooglesalesforce crm,4 Days Ago
Func & Ind Intelligence Manager,Accenture,3.8,56067,13-18 Yrs,Not disclosed,Mumbai,Skill required: Talent & HR Practice - Reward StrategiesDesignation: Func & Ind Intelli...,customer servicecustomer engagementchange managementlife insuranceservice deliveryregulatoryprocess designprocess improvement,4 Days Ago
Application Developer,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...",javascriptsqlsoftware development life cycledatabase managementjapanese languagec#csspython,4 Days Ago
Application Architect,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,Minimum 3 years experience in Databricks Unified Data Analytics Platform and 15 years f...,data analyticsdata bricksapplication architecturesdata modelingcode reviewc#oracleenterprise architecture,4 Days Ago
Application Lead,Accenture,3.8,56067,7-12 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...",cssjavascriptoracle webcentersoftware development methodologiesweb developmentc#oracleteam management,4 Days Ago
Application Developer,Accenture,3.8,56067,5-10 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,warehouse managementpower bimachine learning algorithmsstatisticsdata mungingalgorithmspythonc,4 Days Ago
D&T Analyst II - Supply Chain,General Mills,4.2,745,3-7 Yrs,Not disclosed,Mumbai,General Mills India Centre is looking for a Techno-functional Analyst who can deli...,Supply chainAutomationSAPProject managementAnalyticalCustomer serviceEDIContinuous improvement,4 Days Ago
Officer - Indirect Taxation,Lupin,4.2,6001,2-4 Yrs,Not disclosed,Mumbai,Preparing data required for answering queries raised by GST department during audit / i...,SAPClaimsMISProcess excellenceIndirect taxationStakeholder managementDGFTASP,4 Days Ago
"D&T Analyst II - Cyber Security, Application Security",General Mills,4.2,745,2-3 Yrs,Not disclosed,Mumbai,Excellent communication skills - verbal and written . Must have a strong continuous imp...,Supply chainAutomationSAPProcess improvementAnalyticalMarket intelligenceApplication securityVulnerability management,4 Days Ago
Software Engineer II - HR,General Mills,4.2,745,8-12 Yrs,Not disclosed,Mumbai,Digital and Technology Human Capital Management Services team is looking for a deve...,Supply chainAutomationSAPMarket intelligenceEmployee engagementAgilePLSQLXSLT,4 Days Ago
Experience Design Lead - Vice President,JPMorgan Chase Bank,4.0,6108,12-15 Yrs,Not disclosed,Mumbai,Collaborate with cross-functional teams to integrate user experience design into the pr...,PrototypeDiversity and InclusionAgile developmentVice Presidentproduct life cycleMentorSubject Matter ExpertUser experience design,4 Days Ago
Securities Services - Product Development Associate - Complex Assets,JPMorgan Chase Bank,4.0,6108,6-7 Yrs,Not disclosed,Mumbai,"Demonstrate strong program management skills, must be organized and able to develop a p...",global operationsLoansFund accountingCollateral managementManager TechnologyProject planningHigh level designBusiness solutions,4 Days Ago
Executive - Indirect Taxation,Lupin,4.2,6001,4-7 Yrs,Not disclosed,Mumbai,Graduation in Finance . Others in Taxation Preparing data required for answering querie...,SAPClaimsMISIndirect Tax ExecutiveProcess excellenceTaxationStakeholder managementASP,4 Days Ago
Sr. D&T Analyst - Product Information Capabilities,General Mills,4.2,745,10-12 Yrs,Not disclosed,Mumbai,General Mills Digital & Technology department is developing a developing a best-in-...,Supply chainChange managementContent managementAutomationSAPConsultingMarket intelligenceEmployee engagement,4 Days Ago
PowerBi Developer,WNS Holdings,3.4,11046,5-8 Yrs,Not disclosed,Mumbai,Experience in AI /GEN AI and working on LLM s will be a plus . Bachelor s degree in com...,Computer scienceData analysisInterpersonal skillsDatabase managementBI AnalystAnalyticalCloudpower bi,4 Days Ago
Deputy General Manager - Marketing,Lupin,4.2,6001,10-15 Yrs,Not disclosed,Mumbai,Graduation in Science . Masters in Business Administration Minimum 10+ years in the pha...,Deputy General Manager MarketingBusiness administrationPharmaRelationship buildingStrategic planningHealthcareContinuous improvementStakeholder management,4 Days Ago
"Lead Technical Architect - SAP Platform, Data",General Mills,4.2,745,14-19 Yrs,Not disclosed,Mumbai,". As a single point of accountability, the Lead Architect would allow for faster respon...",Supply chainPerformance tuningSystem architectureAutomationSAPData modelingHTTPABAP,4 Days Ago
Software Engineer III - UI,JPMorgan Chase Bank,4.0,6108,4-7 Yrs,Not disclosed,Mumbai,Formal training or certification on software engineering . concepts and 3+ years applie...,UnixSystem architectureFront endLinuxCodingDebuggingAgileApplication development,4 Days Ago
Sr. Software Engineer - Sites & Services,General Mills,4.2,745,4-7 Yrs,Not disclosed,Mumbai,"This role is for Site Services Product Team, responsible for leading a project wi...",Business processSupply chainApplication supportAutomationManager Quality AssuranceSAPSASConsulting,4 Days Ago
"Software Engineer III - Java Full Stack, React",JPMorgan Chase Bank,4.0,6108,3-8 Yrs,Not disclosed,Mumbai,Formal training or certification on software engineering concepts and 3+ years applied ...,System architectureFront endCodingDebuggingAgileData structuresApplication developmentScrum,4 Days Ago
Lead D&T Analyst - Supply Chain,General Mills,4.2,745,5-9 Yrs,Not disclosed,Mumbai,This is an exciting time to work in General Mills Solutions Delivery organizati...,ProcurementSupply chainBusiness processComputer scienceAutomationContract managementAnalyticalMarket intelligence,4 Days Ago
EUC( End user Computing )- AM,WNS Holdings,3.4,11046,3-5 Yrs,Not disclosed,Mumbai,"Interfaces with users, internal departments, and vendors to identify their needs and e...",Service managementTicketingApplication supportInformation securityIncident managementHardwareAsset managementTroubleshooting,4 Days Ago
"Consultant, Client Success",Visa,3.5,361,8-13 Yrs,Not disclosed,Mumbai,"Excellent verbal, written, presentation and interpersonal skills are required. What wil...",Relationship managementoperational supportProblem managementPresalesCustomer serviceContinuous improvementBusiness solutionsStakeholder management,4 Days Ago
Lead Software Engineer - Java Full Stack,JPMorgan Chase Bank,4.0,6108,5-10 Yrs,Not disclosed,Mumbai,Formal training or certification on software engineering concepts and 5+ years applied ...,UnixSystem architectureAutomationLinuxCodingDebuggingAgileApplication development,4 Days Ago
Software Engineer III - Data Engineer + Python + Pyspark + AWS,JPMorgan Chase Bank,4.0,6108,10-13 Yrs,Not disclosed,Mumbai,As a Software Engineer III - Data Engineer + Python + Pyspark + AWS at JPMorgan Cha...,System architectureData analysisFront endCodingDebuggingAgileApplication developmentTroubleshooting,4 Days Ago
Real Assets SRE Software Engineer,MSCI Services,3.9,271,4-9 Yrs,Not disclosed,Mumbai,"MSCI, Pride & Allies, Women in Tech, and Women s Leadership Forum. This person must be ...",CVSAutomationConfiguration managementJavascriptAgileHealthcareStored proceduresTroubleshooting,4 Days Ago
Supply Chain Operations Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Skill required: Plan - Supply and Demand PlanningDesignation: Supply Chain Operations A...,supply planningdemand planningsupplysupply chain planningprocurementlogistics managementwarehouse managementpurchase,6 Days Ago
Customer Service Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,Scheduling consists of taking client delivery information such as Course identification...,customer servicecustomer supportvoice processemail writingms office suiteservice operationscustomer complaintsenglish language,6 Days Ago
Quality Auditing Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,Graduation with 1-3 years experience in Marketing Operations and Quality Management|Ove...,digital marketingauditingquality managementquality improvementmarketing operationsquality controlquality auditproduction,6 Days Ago
Application Developer,Accenture,3.8,56067,2-4 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...",cssjavafull stackweb developmentmongodboracleweb applicationbootstrap,6 Days Ago
Contract Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,University degree preferred in business management or law with 5-8 years of contract ma...,contract managementcontract administrationsharepointdraftingprocurementlegal researchproject managementorder management,6 Days Ago
Business Analyst,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,Minimum 3 years experience in Charles River Order & Execution Management OEMS Trading; ...,tradingoemsworkflow analysischarles riverinvestment managementpythonproject managementdata analysis,6 Days Ago
HR Service Delivery Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Graduate with 5 to 8 years of experience in HR service delivery and strong analytical s...,hr service deliveryhrsdhr operationsemployee engagementrecruitmentworkdayemployee relationshuman resource management,6 Days Ago
HR Service Delivery Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,"Graduate with 5 to 8 years of experience in Employee Services and Labor Relations, stro...",hr service deliveryhrsdhr operationssuccessfactorsrecruitmentworkdayemployee relationshuman resource management,6 Days Ago
Quality Engineer (Tester),Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,Minimum 3 years experience in Microsoft Dynamics 365 Operations Functional|Perform cont...,software testingcucumbermicrosoft dynamicstestrailtesting methodologiesquality controltest casesmanual testing,6 Days Ago
Quality Engineer (Tester),Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,Educational Qualification : 15 years full time education. Summary :As a Quality Enginee...,tradingsoftware testingoemscharles rivertesting methodologiescucumbermiddle officetrade life cycle,6 Days Ago
Application Developer,Accenture,3.8,56067,3-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...",javapostgresqlj2eesoftware engineeringsql plsqloraclejspjdbc,6 Days Ago
Business Analyst,Accenture,3.8,56067,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 years experience in Property and Casualty Insurance and Business Requirements...,business requirement analysisbusiness process modelingproperty and casualty insurancemachine learning algorithmsstatisticstableaudata analysispower bi,6 Days Ago
Integration Engineer,Accenture,3.8,56067,15-25 Yrs,Not disclosed,Mumbai,Project Role :Integration EngineerProject Role Description :Provide consultative Busine...,web servicesapi managementsystem integrationsnaplogicapiamazon redshiftdata warehousingapigee,6 Days Ago
Data Engineer,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,"Minimum 3 years experience in Google BigQuery and 15 years full-time education|Design, ...",data servicesgoogledatabase designdata modelingetlpythonoracledata warehousing,6 Days Ago
Application Developer,Accenture,3.8,56067,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...",ms sql server administrationsql serverdatabase designdata modelingssisc#sql queriesoracle,6 Days Ago
Test Automation Lead,Accenture,3.8,56067,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 years experience in Charles River Order & Execution Management OEMS Trading; ...,oemstest automation frameworktroubleshootingposition managementrisk analyticstradingsoftware testingmiddle office,6 Days Ago
Quality Engineer (Tester),Accenture,3.8,56067,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 years experience in Charles River Order & Execution Management OEMS Trading; ...,tradingoemstest automation frameworkcharles riverrisk analyticssoftware testingtest case executionmiddle office,6 Days Ago
Integration Engineer,Accenture,3.8,56067,12-16 Yrs,Not disclosed,Mumbai,Minimum 12 years of experience in Boomi Atomsphere Integration and 15 years full-time e...,web servicesboomiapi managementsystem integrationapisoaapigeesql,6 Days Ago
Application Developer,Accenture,3.8,56067,7-12 Yrs,Not disclosed,Mumbai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,application designdata analyticsdata processingapplication developmentdata brickshivecssdata warehousing,6 Days Ago
Integration Engineer,Accenture,3.8,56067,7-12 Yrs,Not disclosed,Mumbai,Minimum 7.5 years of experience in Boomi Atomsphere Integration and 15 years full-time ...,boomiapi managementlinuxapietlrestweb servicessoa,6 Days Ago
FCU - Fraud Detection & vestigations - Senior Associate - Bangalore,PwC Service Delivery Center,3.4,9077,1-9 Yrs,Not disclosed,Bengaluru,"At PwC, our people in risk and compliance focus on maintaining regulatory compliance ...",Computer scienceData analysisProject managementAnalyticalRisk assessmentAnti money launderingMS OfficeRisk management,8 Days Ago
Senior Associate,PwC Service Delivery Center,3.4,9077,1-4 Yrs,Not disclosed,Bengaluru,"Preferred skill sets Technical, IICS, Informatica DQ Developer, other DQ tools Year of ...",AssuranceData managementCloud ServicesAgiledata governanceManager TechnologyData qualityData analytics,8 Days Ago
FCU - Fraud Detection & vestigations - Associate - Bangalore,PwC Service Delivery Center,3.4,9077,2-6 Yrs,Not disclosed,Bengaluru,Prior experience in Fraud detection and investigations . Transaction Monitoring experie...,Data analysisHP data protectorRisk assessmentAnti money launderingrisk consultingRisk managementMS OfficeMonitoring,8 Days Ago
Offer Quality Leader For Int Hub,Schneider Electric,4.1,3789,15-17 Yrs,Not disclosed,Bengaluru,. Full time job localized in India Experience in Agile / Lean system development method...,Computer scienceElectrical engineeringPMPFTASASCustomer satisfactionAgileDeployment,8 Days Ago
SAP RAR Consultant,Infosys,3.6,39022,2-3 Yrs,Not disclosed,Bengaluru,Job TitleSAP RAR Consultant Responsibilities A day in the life of an Infoscion As pa...,sapproject leadershipaccountingrevenue accountingbrf+ficorevenue recognitionfi,8 Days Ago
Associate -KYC/AML -FCrime COE-,PwC Service Delivery Center,3.4,9077,3-6 Yrs,Not disclosed,Bengaluru,Preferred skill sets We are seeking a highly skilled KYC Analyst with 36 years of expe...,Due diligenceCorporate governanceRisk assessmentFinanceAnti money launderingDebt restructuringrisk consultingForensic,8 Days Ago
Embedded Engr II,Honeywell,3.8,1322,2-7 Yrs,Not disclosed,"Greater Noida, Bengaluru","Improve business and family comfort, protection and productivity Job Description: ...",Communication protocolsSimulationTest strategyAnalyticalProcess controlTest managementEthernetProfibus,8 Days Ago
